ID,平均价
0,18.0
1,18.0
2,18.0
3,18.0
4,18.0
5,18.0
6,18.0
7,18.0
8,18.0
9,18.0
10,18.0
11,18.0
12,18.0
13,18.0
14,18.0
15,18.0
16,18.0
17,18.0
18,18.0
19,18.0
20,18.0
21,18.0
22,17.5
23,17.5
24,17.5
25,17.5
26,17.5
27,17.5
28,17.0
29,17.0
30,17.0
31,17.0
32,17.0
33,17.0
34,17.0
35,17.0
36,17.0
37,17.0
38,17.0
39,17.0
40,19.0
41,19.0
42,19.0
43,19.0
44,19.0
45,19.0
46,19.0
47,19.0
48,19.0
49,20.0
50,20.0
51,20.0
52,20.0
53,20.0
54,20.0
55,20.0
56,20.0
57,20.0
58,20.0
59,20.0
60,20.0
61,20.0
62,20.0
63,20.0
64,20.0
65,20.0
66,20.0
67,20.0
68,20.0
69,20.0
70,20.0
71,20.0
72,20.0
73,20.0
74,20.0
75,20.0
76,20.0
77,20.0
78,20.0
79,20.0
80,20.0
81,20.0
82,20.0
83,20.0
84,20.0
85,20.0
86,20.0
87,20.0
88,20.0
89,23.5
90,23.5
91,23.5
92,23.5
93,23.5
94,23.5
95,23.5
96,23.5
97,23.5
98,23.5
99,23.5
100,23.5
101,23.5
102,23.5
103,23.5
104,23.5
105,23.5
106,23.5
107,23.5
108,23.5
109,23.5
110,23.5
111,23.5
112,23.5
113,23.5
114,23.5
115,23.5
116,23.5
117,23.5
118,23.5
119,23.5
120,23.5
121,23.0
122,23.0
123,23.0
124,23.0
125,21.0
126,21.0
127,21.0
128,21.0
129,21.0
130,21.0
131,21.0
132,21.0
133,21.0
134,21.0
135,21.0
136,21.0
137,21.0
138,21.0
139,21.0
140,21.0
141,21.0
142,21.0
143,21.0
144,21.0
145,21.0
146,21.0
147,21.0
148,21.0
149,21.0
150,21.0
151,21.0
152,21.0
153,21.0
154,21.0
155,21.0
156,21.0
157,21.5
158,21.5
159,21.5
160,21.5
161,21.0
162,21.0
163,21.0
164,21.0
165,21.0
166,21.0
167,21.0
168,21.0
169,21.0
170,21.0
171,21.0
172,21.0
173,21.0
174,21.0
175,21.0
176,21.0
177,21.0
178,21.0
179,21.0
180,21.0
181,21.0
182,21.0
183,21.0
184,21.0
185,21.0
186,21.0
187,21.0
188,21.0
189,21.0
190,21.0
191,21.0
192,21.0
193,21.0
194,21.0
195,21.0
196,21.0
197,21.0
198,21.0
199,21.0
200,21.0
201,21.0
202,21.0
203,21.0
204,21.0
205,21.0
206,21.0
207,21.0
208,21.0
209,21.0
210,21.0
211,21.0
212,21.0
213,21.0
214,21.0
215,21.0
216,21.0
217,21.0
218,21.0
219,21.0
220,21.0
221,21.0
222,21.0
223,21.0
224,21.0
225,21.0
226,21.0
227,21.0
228,21.0
229,21.0
230,21.0
231,21.0
232,21.0
233,21.0
234,21.0
235,21.5
236,20.0
237,20.0
238,20.0
239,20.0
240,20.0
241,20.0
242,20.0
243,20.0
244,20.0
245,20.0
246,20.0
247,20.0
248,20.0
249,20.0
250,20.0
251,20.0
252,20.0
253,20.0
254,20.0
255,20.0
256,20.0
257,20.0
258,20.0
259,20.0
260,20.0
261,20.0
262,20.0
263,20.0
264,20.0
265,20.0
266,20.0
267,20.0
268,20.0
269,20.0
270,20.0
271,20.0
272,20.0
273,20.0
274,20.0
275,20.0
276,20.0
277,20.0
278,20.0
279,20.0
280,20.0
281,20.0
282,20.0
283,20.0
284,20.0
285,20.0
286,20.0
287,20.0
288,20.0
289,20.0
290,20.0
291,20.0
292,20.0
293,20.0
294,20.0
295,20.0
296,20.0
297,20.0
298,20.0
299,20.0
300,20.0
301,20.0
302,20.0
303,20.0
304,20.0
305,20.0
306,20.0
307,20.0
308,20.0
309,20.0
310,20.007476806640625
311,20.007476806640625
312,20.007476806640625
313,20.007476806640625
314,20.007476806640625
315,20.007476806640625
316,20.007476806640625
