ID,平均价
0,7.25
1,7.25
2,7.25
3,7.25
4,7.25
5,7.25
6,7.25
7,7.25
8,7.25
9,7.25
10,7.25
11,7.25
12,7.25
13,7.25
14,7.25
15,7.25
16,7.25
17,7.25
18,7.25
19,7.25
20,7.25
21,7.25
22,7.25
23,7.25
24,7.25
25,7.25
26,7.25
27,7.25
28,7.25
29,7.25
30,7.25
31,7.25
32,6.5
33,5.25
34,5.25
35,5.25
36,5.25
37,5.25
38,5.25
39,5.25
40,5.25
41,5.25
42,5.25
43,5.25
44,5.25
45,5.25
46,5.25
47,5.25
48,5.25
49,5.25
50,5.25
51,5.25
52,5.25
53,5.25
54,5.25
55,5.25
56,5.25
57,5.25
58,5.25
59,4.75
60,4.75
61,4.75
62,4.75
63,4.75
64,4.75
65,4.75
66,5.269367218017578
67,5.269367218017578
68,5.269367218017578
69,5.269367218017578
70,5.269367218017578
71,5.269367218017578
72,5.269367218017578
