一级分类,二级分类,品名,最低价,平均价,最高价,单位,发布日期
蔬菜,特菜,紫豇豆,24.0,25.0,26.0,斤,2023-01-10
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-01-31
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-02-20
蔬菜,特菜,紫豇豆,30.0,30.5,31.0,斤,2023-02-28
蔬菜,特菜,紫豇豆,27.0,27.5,28.0,斤,2023-03-10
蔬菜,特菜,紫豇豆,27.0,27.5,28.0,斤,2023-03-20
蔬菜,特菜,紫豇豆,25.0,25.5,26.0,斤,2023-03-31
蔬菜,特菜,紫豇豆,25.0,25.5,26.0,斤,2023-04-10
蔬菜,特菜,紫豇豆,28.0,28.5,29.0,斤,2023-04-30
蔬菜,特菜,紫豇豆,28.0,28.5,29.0,斤,2023-05-10
蔬菜,特菜,紫豇豆,28.0,28.5,29.0,斤,2023-05-20
蔬菜,特菜,紫豇豆,28.0,28.5,29.0,斤,2023-05-31
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-06-10
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-06-20
蔬菜,特菜,紫豇豆,6.0,6.5,7.0,斤,2023-06-30
蔬菜,特菜,紫豇豆,8.0,8.5,9.0,斤,2023-07-10
蔬菜,特菜,紫豇豆,8.0,8.5,9.0,斤,2023-07-20
蔬菜,特菜,紫豇豆,10.0,10.5,11.0,斤,2023-07-31
蔬菜,特菜,紫豇豆,10.0,10.5,11.0,斤,2023-08-10
蔬菜,特菜,紫豇豆,13.0,13.5,14.0,斤,2023-08-20
蔬菜,特菜,紫豇豆,15.0,15.5,16.0,斤,2023-08-31
蔬菜,特菜,紫豇豆,15.0,15.5,16.0,斤,2023-09-10
蔬菜,特菜,紫豇豆,17.0,17.5,18.0,斤,2023-09-20
蔬菜,特菜,紫豇豆,17.0,17.5,18.0,斤,2023-09-30
蔬菜,特菜,紫豇豆,17.0,17.5,18.0,斤,2023-10-10
蔬菜,特菜,紫豇豆,20.0,20.5,21.0,斤,2023-10-20
蔬菜,特菜,紫豇豆,25.0,25.5,26.0,斤,2023-10-31
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-11-10
蔬菜,特菜,紫豇豆,29.0,29.5,30.0,斤,2023-11-20
蔬菜,特菜,紫豇豆,34.0,34.5,35.0,斤,2023-11-30
蔬菜,特菜,紫豇豆,36.0,36.5,37.0,斤,2023-12-10
蔬菜,特菜,紫豇豆,36.0,36.5,37.0,斤,2023-12-20
蔬菜,特菜,紫豇豆,36.0,36.5,37.0,斤,2023-12-31
