ID,平均价
0,3.95
1,3.95
2,4.0
3,4.0
4,4.0
5,4.0
6,4.0
7,4.0
8,4.0
9,4.0
10,4.0
11,4.0
12,4.0
13,4.0
14,4.0
15,4.0
16,4.0
17,4.0
18,4.0
19,4.0
20,4.0
21,4.0
22,3.7999999999999994
23,3.7999999999999994
24,3.7999999999999994
25,3.7
26,3.7
27,3.7
28,3.7
29,3.7
30,3.7
31,3.7
32,3.7
33,3.7
34,3.7
35,3.7
36,3.7
37,3.7
38,3.7
39,3.9
40,3.9
41,3.9
42,3.9
43,3.9
44,3.9
45,3.9
46,3.9
47,3.9
48,3.9
49,3.9
50,3.9
51,3.9
52,3.9
53,3.9
54,4.35
55,4.35
56,4.35
57,4.35
58,4.35
59,4.35
60,4.35
61,4.35
62,4.35
63,4.35
64,4.35
65,4.35
66,4.35
67,4.35
68,4.35
69,4.35
70,4.35
71,4.5
72,4.5
73,4.5
74,4.5
75,4.5
76,4.5
77,4.5
78,4.55
79,4.55
80,4.55
81,4.55
82,4.55
83,4.55
84,4.55
85,4.55
86,4.55
87,4.55
88,4.55
89,4.55
90,4.55
91,4.55
92,4.55
93,4.55
94,4.55
95,4.55
96,4.55
97,4.55
98,4.4
99,4.4
100,4.1
101,4.1
102,4.1
103,4.1
104,4.1
105,4.1
106,4.2
107,4.2
108,4.2
109,4.2
110,4.2
111,4.2
112,4.2
113,4.2
114,4.2
115,4.2
116,4.2
117,4.2
118,4.2
119,4.2
120,4.2
121,4.2
122,4.2
123,4.2
124,4.2
125,4.2
126,4.2
127,4.2
128,4.2
129,4.2
130,4.2
131,4.2
132,4.2
133,4.2
134,4.2
135,4.1
136,4.1
137,4.1
138,4.1
139,4.1
140,3.9
141,3.9
142,3.9
143,3.9
144,3.9
145,3.9
146,3.9
147,3.9
148,3.9
149,3.9
150,3.9
151,3.9
152,3.45
153,3.45
154,3.45
155,3.45
156,3.45
157,3.45
158,3.45
159,3.45
160,3.25
161,3.25
162,3.25
163,3.25
164,3.25
165,3.25
166,3.25
167,3.25
168,3.25
169,3.25
170,3.25
171,3.25
172,3.25
173,3.25
174,3.25
175,3.25
176,3.25
177,3.25
178,3.25
179,3.25
180,3.35
181,3.35
182,3.35
183,3.35
184,3.35
185,3.35
186,3.35
187,3.35
188,3.35
189,3.35
190,3.35
191,3.35
192,3.35
193,3.35
194,3.35
195,3.35
196,3.35
197,3.35
198,3.35
199,3.35
200,3.55
201,3.55
202,3.55
203,3.55
204,3.55
205,3.55
206,3.55
207,3.55
208,3.55
209,3.55
210,3.55
211,3.55
212,3.55
213,3.55
214,3.55
215,3.6500000000000004
216,3.6500000000000004
217,3.6500000000000004
218,3.6500000000000004
219,3.6500000000000004
220,3.6500000000000004
221,3.6500000000000004
222,3.6500000000000004
223,3.85
224,3.85
225,3.85
226,3.85
227,3.85
228,3.85
229,3.85
230,3.9
231,3.9
232,3.9
233,3.9
234,4.0
235,4.0
236,4.0
237,4.0
238,3.9
239,3.9
240,3.9
241,4.0
242,4.0
243,4.0
244,4.0
245,4.0
246,4.0
247,3.9
248,3.9
249,3.9
250,3.9
251,3.9
252,3.9
253,3.9
254,3.9
255,3.9
256,3.9
257,3.9
258,3.9
259,3.9
260,3.85
261,3.85
262,3.85
263,3.85
264,3.85
265,3.85
266,3.85
267,3.85
268,3.85
269,3.85
270,3.85
271,3.9
272,3.9
273,3.9
274,3.9
275,3.9
276,3.9
277,3.9
278,3.9
279,3.9
280,3.9
281,3.9
282,3.9
283,3.9
284,3.9
285,4.0
286,4.0
287,4.0
288,4.0
289,4.0
290,4.0
291,4.0
292,4.0
293,4.0
294,4.0
295,4.0
296,4.0
297,4.0
298,4.0
299,4.0
300,4.0
301,4.0
302,4.0
303,4.0
304,3.4
305,3.4
306,3.4
307,3.4
308,3.4
309,3.4
310,3.4
311,3.4
312,3.4
313,3.4
314,3.4
315,3.4
316,3.4
317,3.4
318,3.4
319,3.4
320,3.4
321,3.4
322,3.4
323,3.4
324,3.4
325,3.4
326,3.4
327,3.4
328,3.4
329,3.4
330,3.4
331,3.4
332,3.4
333,3.4
334,3.4
335,3.4
336,3.4
337,3.4
338,3.4
339,3.4
340,3.4
341,3.4
342,3.4
343,3.4
344,3.4
345,3.4
346,3.4
347,3.4
348,3.4
349,3.4
350,3.4
351,3.4
352,3.4
353,3.4
354,3.4
355,3.4
356,3.4
357,3.4
358,3.4
359,3.4
360,3.4770076274871826
